"env","soc","silt","sand","phh2o","nit","clay","bdod","alt","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","n","N","RTA","VPD","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,4,4,2015-01-04,27.08,30.87,24.08,9.29,1.11,77.44,22.64,427.79,23.45,31,7.3575177114567,12.9307591898709,41.2131257978905,0.979987925276634,0.214450879878065,10.8578305541615,-1.5678305541615,19.04,0.671551724137931,6.79
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,5,5,2015-01-05,27.96,32.42,24.13,3.17,0.78,71.19,21.97,424.59,19.56,32,6.1357489462392,12.9260396743483,41.2065973111925,1.29889397980306,0.223334213599322,9.0926023676872,-5.9226023676872,19.065,0.699137931034483,8.29
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,6,6,2015-01-06,27.73,32.69,22.84,0.49,1.73,71.81,21.8,426.41,23.33,33,7.31682054054889,12.9210214749214,41.1992380213963,1.25093857198067,0.217636124353491,10.817993593446,-10.327993593446,18.42,0.681551724137931,9.85
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,7,7,2015-01-07,26.99,31.45,22.62,5.74,1.79,74.25,21.75,429.3,18.62,34,5.83841922425668,12.9157075493136,41.1910254010301,1.07329785683422,0.209692976154225,8.60205594341738,-2.86205594341738,18.31,0.656379310344828,8.83
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,8,8,2015-01-08,27.01,31.55,23.07,4.1,1.32,75.75,22.16,425.02,24.17,35,7.5770391814782,12.9101010046483,41.1819358206715,1.05841357512855,0.21265614196711,11.1818322361274,-7.0818322361274,18.535,0.665862068965517,8.48
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,9,9,2015-01-09,27.33,31.37,24.18,3.76,0.96,78.56,23.11,426.8,21.48,36,6.7323107550889,12.9042050915721,41.1719445893744,0.973986677712981,0.217746665601254,9.96065430091407,-6.20065430091407,19.09,0.681896551724138,7.19
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,10,10,2015-01-10,26.94,31.31,24.01,1.18,1,77.38,22.29,419.37,27.77,37,8.70187502705943,12.8980231981886,41.1610259972597,1.08803674669049,0.21647828571077,12.8700506915878,-11.6900506915878,19.005,0.677931034482759,7.3
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,11,11,2015-01-11,27.34,33.16,22.83,1.1,1.41,72.19,21.33,422.7,25.78,38,8.07657897804974,12.8915588438228,41.1491533602268,1.39016222408596,0.220190537612962,11.9676526408182,-10.8676526408182,18.415,0.68948275862069,10.33
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,12,12,2015-01-12,27.35,32.09,22.42,1.37,1.34,71.81,21.4,427.88,14.56,39,4.56052003825872,12.8848156726408,41.1362990667353,1.19688380352265,0.212060709369524,6.73403978151992,-5.36403978151992,18.21,0.663965517241379,9.67
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,13,13,2015-01-13,27.32,32.73,23.08,11.14,1.56,73.88,21.88,426.92,26.96,40,8.44272529891572,12.8777974471464,41.1224346266074,1.26406744888475,0.219188000933643,12.5098857401906,-1.36988574019063,18.54,0.686379310344827,9.65
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,14,14,2015-01-14,25.95,29.79,22.8,6.02,1.73,80.62,22.18,424.09,27.5,41,8.61007618138806,12.8705080415781,41.1075307217943,0.810823015450572,0.201891264790796,12.6548715260156,-6.63487152601562,18.295,0.630862068965517,6.99
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,15,15,2015-01-15,26.84,31.28,23.46,2.24,1.27,76.31,22.05,429.07,23.16,42,7.24980933094985,12.8629514352293,41.0915572590485,1.07459769026299,0.213307307220464,10.7178475633816,-8.4778475633816,18.73,0.667931034482759,7.82
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,16,16,2015-01-16,27.59,33,22.67,0.39,0.99,71.5,21.51,419.71,26.22,43,8.20610571874486,12.8551317057125,41.0744834244394,1.32596525174787,0.218410904410933,12.1622993888734,-11.7722993888734,18.335,0.683965517241379,10.33
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,17,17,2015-01-17,27.55,32.91,22.76,2.23,1.6,70.25,21.15,427.39,27.16,44,8.49872368594745,12.8470530221928,41.056277739645,1.37680395740627,0.218410904410933,12.5983238520901,-10.3683238520901,18.38,0.683965517241379,10.15
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,18,18,2015-01-18,27.09,31.87,22.65,0.27,2.12,72.69,21.37,428.11,21.1,45,6.60130104302231,12.8387196386089,41.0369081199517,1.19110249155031,0.212114781619029,9.75905724720523,-9.48905724720523,18.325,0.664137931034483,9.22
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,19,19,2015-01-19,28.54,34.14,23.48,0.13,1.1,66.56,21.12,429.59,26.88,46,8.4082108832596,12.8301358869052,41.0163419338878,1.62100476754307,0.229445778882949,12.5273051653898,-12.3973051653898,18.74,0.717586206896552,10.66
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,20,20,2015-01-20,28.24,32.24,23.96,3.61,1.22,69.38,21.77,422.85,21.61,47,6.75866555284535,12.8213061702948,40.9945460644116,1.29106649085603,0.221365030432069,10.0370100857297,-6.42701008572972,18.98,0.693103448275862,8.28
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,21,21,2015-01-21,28.62,34.51,23.77,1.91,1.54,69.88,21.94,422.01,24.58,48,7.68643655650149,12.8122349565726,40.9714869715771,1.5732470120762,0.233285084202761,11.4730430784245,-9.56304307842451,18.885,0.728965517241379,10.74
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,22,22,2015-01-22,27.8,31.7,24.39,2.85,1.27,71.62,21.98,425.55,21.64,49,6.76617213992833,12.8029267714987,40.9471307565886,1.22387227839451,0.22074916523621,10.0482381582597,-7.19823815825973,19.195,0.691206896551724,7.31
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,23,23,2015-01-23,28.16,33.93,22.98,2.57,1.03,69.5,21.56,430.62,24.92,50,7.7908098729951,12.7933861922694,40.9214432271584,1.47840424796672,0.225374989188261,11.5942881706135,-9.02428817061346,18.49,0.705344827586207,10.95
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,24,24,2015-01-24,28.05,33.11,22.88,1.76,1.28,69.5,21.44,417.3,27.64,51,8.64028531635353,12.7836178410938,40.894389964075,1.37012411457954,0.220190537612962,12.8311062448493,-11.0711062448493,18.44,0.68948275862069,10.23
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,25,25,2015-01-25,26.28,29.33,23.43,6.84,1.84,77.75,21.93,425.39,22.76,52,7.11418266834665,12.7736263788917,40.8659363888866,0.850323250094656,0.202774799339096,10.478419104964,-3.63841910496397,18.38,0.633793103448276,5.9
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,26,26,2015-01-26,25.47,29.45,21.93,3.73,1.67,81.25,21.8,420.09,14.08,53,4.40074184074855,12.7634164991291,40.8360478326014,0.759954983030513,0.195695673421004,6.45785687585673,-2.72785687585673,17.69,0.61,7.52
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,27,27,2015-01-27,24.55,26.79,22.73,4.74,1.84,89,22.58,419.7,18.14,54,5.6694290249298,12.7529929218054,40.804689605302,0.403898309764231,0.186484384071822,8.27592160561019,-3.53592160561019,16.76,0.577931034482759,4.06
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,28,28,2015-01-28,26.25,30.39,22.14,4.71,1.48,78.94,22.02,417.88,18.03,55,5.63488993057381,12.7423603876046,40.7718270665698,0.855558673760668,0.201580203513657,8.29565171129121,-3.58565171129121,18.07,0.629827586206897,8.25
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,29,29,2015-01-29,27.88,33.72,22.71,0.06,1.6,69.31,21.07,416.22,19.03,56,5.94737863178217,12.7315236522248,40.7374256966109,1.5009448415225,0.222657414163493,8.84365426949241,-8.78365426949241,18.355,0.697068965517241,11.01
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,30,30,2015-01-30,29.01,35.45,23.15,0,1.18,63.62,20.6,417.03,27.17,57,8.4914821201241,12.7204874808957,40.7014511679719,1.87292252004927,0.235165887383299,12.6913025496456,-12.6913025496456,18.575,0.73448275862069,12.3
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,1,31,31,2015-01-31,29.52,34.64,23.99,10.87,1.34,64.12,21.6,422.7,27.06,58,8.45744612322067,12.7092566430951,40.6638694177325,1.6667385418515,0.235342863239771,12.6407893241949,-1.77078932419492,18.995,0.735,10.65
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,1,32,2015-02-01,28.73,32.7,23.95,5.17,0.73,66.69,21.67,417.55,28.46,59,8.89559513998756,12.6978359074725,40.6246467200589,1.36928567760318,0.223899532393213,13.2330285848271,-8.06302858482708,18.975,0.700862068965517,8.75
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,2,33,2015-02-02,28.45,33.09,23.45,3.43,0.79,69.94,22.01,424.66,25.8,60,8.06492098187057,12.6862300369896,40.5837497589986,1.32562146018681,0.223277747723657,11.9930194646878,-8.5630194646878,18.725,0.698965517241379,9.64
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,3,34,2015-02-03,28.86,33.88,23.72,0.29,1.52,66.81,21.63,425.56,26.92,61,8.41604302912291,12.6744437842829,40.5411457013968,1.5240400257007,0.229330269601149,12.545356569501,-12.255356569501,18.86,0.717241379310345,10.16
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,4,35,2015-02-04,28.51,32.94,24.07,0.56,1.71,69.75,22.12,430.45,22.58,62,7.06028192323144,12.6624818872555,40.4968022698115,1.34148533390902,0.225944642720753,10.5080948469222,-9.9480948469222,19.035,0.707068965517241,8.87
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,5,36,2015-02-05,28.33,32.98,24.33,1.72,1.96,71.88,22.38,426.55,15.89,63,4.96936041135128,12.6503490649022,40.4506878153029,1.32818542818594,0.227660863804525,7.40004317805862,-5.68004317805862,19.165,0.712241379310345,8.65
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,6,37,2015-02-06,26.67,29.79,24.62,14.02,2.03,82.5,23.35,427.33,13.83,64,4.32604560706789,12.6380500133737,40.4027713899725,0.775011800893711,0.211520623971788,6.39477460334893,7.62522539665107,19.205,0.662241379310345,5.17
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,7,38,2015-02-07,26.6,31.29,23.72,2.31,2.38,82.56,23.15,428.75,19.13,65,5.98536388087284,12.6255894022803,40.3530228191238,0.915659502208378,0.214778559885358,8.8589244379479,-6.5489244379479,18.86,0.672586206896552,7.57
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,8,39,2015-02-08,28,34.67,22.07,0.43,2.25,72.31,21.88,436.18,22.13,66,6.92593753681227,12.6129718712394,40.3014127729193,1.4633812488529,0.224409346511967,10.2920060554607,-9.86200605546075,18.035,0.702413793103448,12.6
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,9,40,2015-02-09,28.24,34.1,23.08,0.27,2.83,68.88,21.55,425.92,19.63,67,6.14546067973065,12.6002020266676,40.2479128374026,1.51367940778832,0.226915828850846,9.13895409126995,-8.86895409126995,18.54,0.71,11.02
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,10,41,2015-02-10,28.19,33.86,24.01,5.89,2.77,70.5,21.85,432.57,24.47,68,7.66339202720811,12.5872844388171,40.192495584761,1.51191839372338,0.230893771380954,11.4108217277183,-5.5208217277183,19.005,0.721896551724138,9.85
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,11,42,2015-02-11,26.28,29.73,23.51,10.68,1.14,81.56,22.71,431.76,11.17,69,3.49952926030182,12.5742236390574,40.1351346426968,0.776975497295051,0.20528706534628,5.14910959540858,5.53089040459142,18.62,0.642068965517241,6.22
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,12,43,2015-02-12,27.72,33.58,22.8,0.41,1.26,70.81,21.41,423.59,24.95,70,7.82011873708312,12.5610241173995,40.0758047627822,1.43549856371697,0.222375923345981,11.5933978145616,-11.1833978145616,18.4,0.696206896551724,10.78
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,13,44,2015-02-13,28.97,35.05,22.81,0.09,1.31,64.81,21.09,423.76,20.99,71,6.58201749460852,12.5476903202634,40.0144818876684,1.7069324962101,0.230835704750063,9.7878034595352,-9.6978034595352,18.405,0.721724137931035,12.24
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,14,45,2015-02-14,29.15,33.55,23.62,0.43,0.96,64.38,21.28,424.95,23.46,72,7.36031396088118,12.5342266484836,39.9511432170238,1.52182624763225,0.226858603378425,10.9217910706051,-10.4917910706051,18.81,0.709827586206897,9.93
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,15,46,2015-02-15,28.37,33.23,24.8,0.71,1.41,68.06,21.65,428.62,17.82,73,5.5939192027061,12.5206374555517,39.8857672720757,1.52472018846703,0.231824506483483,8.31290224785682,-7.60290224785682,19.4,0.724655172413793,8.43
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,16,47,2015-02-16,28.95,34.78,23.58,0.14,1.75,65,21.08,429.62,20.1,74,6.31340411900785,12.5069270460924,39.8183339586321,1.73278482522584,0.233754097180097,9.38367621589185,-9.24367621589185,18.79,0.730344827586207,11.2
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,17,48,2015-02-17,27.48,31.57,23.9,12.2,1.83,73.81,22.18,425.37,19.43,75,6.10687055392925,12.4930996745678,39.748824628462,1.13013813805673,0.217304783527497,9.00823865906681,3.19176134093319,18.95,0.68051724137931,7.67
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,18,49,2015-02-18,26.55,30.25,22.96,6.18,2.27,79.62,22.51,422.98,18.89,76,5.94122549619842,12.479159544206,39.6772221389151,0.82619830809685,0.205129285349456,8.70715780257962,-2.52715780257962,18.48,0.641551724137931,7.29
"E01",16,22,56,5.59999990463257,1.29999995231628,21,1.29999995231628,148,-57.68079,-16.19499,2015,2,19,50,2015-02-19,25.74,29.5,23.23,12.01,2.51,82.5,22.32,425.86,14.12,77,4.44423639560309,12.46511080615,39.6035109106641,0.789855140320173,0.202618645507857,6.50014804070092,5.50985195929908,18.365,0.633275862068966,6.27
